applicant_id,age,annual_income_usd,monthly_income_usd,employment_tenure_years,credit_history_years,debt_to_income_ratio,credit_utilization_ratio,num_open_credit_lines,num_delinquencies_12m,num_late_payments_24m,loan_amount_requested_usd,loan_term_months,prior_defaults_flag,bankruptcies_count,avg_monthly_balance_usd,savings_balance_usd,checking_balance_usd,hard_inquiries_6m,revolving_balance_usd,mortgage_balance_usd,payment_to_income_ratio,secured_loan_ratio,recent_credit_growth_pct,region_risk_index,employment_type_code,housing_status_code,total_outstanding_debt_usd,credit_risk_score
A100663,42,26459.92,2204.99,5.8,21.45,0.422,0.545,8,0,3,279419.31,60,0,0,3957.69,21450,5710.6,1,76047.38,90030.5,0.39,0.182,0.42,0.646,1,1,128718.04,538
A100664,36,60846.19,5070.52,11.33,20.22,0.224,0.393,7,1,2,123394.36,240,0,0,5584.16,57576.09,4852.92,2,23242.85,165213.71,0.17,0.493,-0.122,0.361,3,1,100104.81,721
A100665,34,173468.89,14455.74,10.54,9.98,0.429,0.37,7,0,3,627837.18,48,0,1,3041.75,13596.29,10254.52,0,8796.13,67183.71,0.344,0.208,0.065,0.233,2,1,195485.53,528
A100666,43,83937.61,6994.8,1.06,22.74,0.365,0.237,9,1,2,182073.55,360,0,0,7783.94,13333.8,3928.54,0,26253.68,34720.28,0.25,0.347,0.075,0.378,4,1,90871.58,683
A100667,39,49059.56,4088.3,2.97,17.61,0.441,0.607,8,2,1,65240.73,36,1,0,12168.2,17384.69,3443.44,3,38597.67,162599.92,0.254,0.367,-0.081,0.377,2,2,132461.07,488
A100668,59,64394.3,5366.19,1.92,41.86,0.478,0.155,9,0,1,149927.07,360,0,0,10756.61,48949.72,3660.24,3,2755.8,112826.34,0.476,0.281,0.162,0.676,2,2,127885.71,667
A100669,21,134961.87,11246.82,6.97,5.1,0.412,0.38,9,0,2,187482.09,360,0,0,2548.88,6539.53,1968.4,2,25491.65,12851.77,0.207,0.467,0.024,0.487,1,2,128365.58,709
A100670,54,114818.74,9568.23,5.22,32.38,0.499,0.134,5,0,0,240997.31,240,0,1,7310.36,68267.65,16548.51,0,17312.94,468486,0.279,0.182,0.373,0.39,1,2,288581.85,673
A100671,56,74532.75,6211.06,2.03,27.78,0.38,0.545,6,1,1,152265.7,24,0,0,3780.86,24381.17,12550.28,1,24707.97,159947.93,0.378,0.302,-0.026,0.34,1,3,142143.47,601
A100672,21,69470.2,5789.18,2.29,1,0.188,0.796,7,0,0,93264.19,48,1,1,14594.46,16465.54,1510.36,2,17966.68,117564.41,0.147,0.563,0.196,0.425,1,1,78964.82,566
A100673,38,68524.02,5710.33,9.15,19.63,0.161,0.468,5,0,0,88342.34,360,0,0,5713.04,53829.82,9277.86,2,7416.11,75241.37,0.104,0.361,0.105,0.665,2,2,56332.03,743
A100674,38,51178.81,4264.9,3.22,18.96,0.392,0.186,15,0,2,117697.45,36,1,0,1927.44,4906.33,855.19,2,50661.42,158419.26,0.338,0.408,0.082,0.34,1,3,149730.94,634
A100675,27,206666.81,17222.23,0.69,4.32,0.171,0.544,7,0,3,125261.41,36,0,0,5451.88,26967.55,10922.64,6,12011.73,165130.61,0.149,0.581,0.137,0.477,1,1,151613.74,729
A100676,33,71191.61,5932.63,1.88,21.66,0.051,0.281,10,1,5,86075.4,120,0,0,9380,24603.74,2404.55,0,6221.72,157853.85,0.032,0.012,0.248,0.431,1,2,69090.46,737
A100677,30,166016.71,13834.73,12.75,10.34,0.617,0.22,9,0,2,111790.69,60,1,0,7901.14,6278.52,6221.36,0,13836.44,287629.76,0.442,0.195,-0.22,0.564,1,2,264493.29,636
A100678,61,196247.2,16353.93,8.03,38.11,0.672,0.312,9,0,0,276332.51,48,0,0,4316.16,25361.36,792.56,0,20568.51,352914.03,0.595,0.47,0.129,0.831,1,1,408337.91,693
A100679,52,147189.7,12265.81,1.59,30.92,0.175,0.092,9,1,3,525539.34,180,0,0,4069.76,21240.16,1529.96,2,9754.92,668819.44,0.119,0.483,-0.029,0.383,1,1,279273.53,708
A100680,56,67038.03,5586.5,4.9,41.6,0.244,0.7,10,1,1,294125.62,60,0,0,2949.98,13381.2,6861.39,1,12570.97,51796.49,0.198,0.356,-0.015,0.557,1,2,67950.29,661
A100681,50,106134.04,8844.5,7.72,35.31,0.196,0.338,8,1,3,420635.46,36,0,0,4739.84,37917.25,2394.7,3,9702.04,65654.16,0.186,0.573,0.164,0.497,1,2,78929.39,675
A100682,30,83876.35,6989.7,1.04,13.72,0.387,0.423,4,2,1,339045.34,120,0,0,3278.08,9032.55,2113,2,5135.41,152253.11,0.191,0.364,0.318,0.416,1,1,120949.33,561
A100683,36,51708.14,4309.01,8.26,14.31,0.185,0.704,7,0,1,309355.64,60,0,0,14123.94,20966.17,15805.42,3,4475.75,54559.87,0.137,0.729,0.399,0.509,4,2,41895.91,648
A100684,47,101600.54,8466.71,5.77,28.34,0.227,0.671,8,2,1,144515.86,240,0,0,3161.01,14026.03,32915.4,1,2731.44,63071.36,0.185,0.184,0.015,0.828,4,2,67490.91,666
A100685,29,44441.75,3703.48,2.51,1,0.454,0.248,8,0,3,197265.18,36,0,0,7168.02,8652.88,10458.24,1,32705.45,168710.97,0.257,0.436,-0.25,0.488,1,1,128929.81,647
A100686,50,163346.7,13612.22,6.36,33.35,0.125,0.375,14,1,2,136941.56,180,0,0,6788.6,26455.75,1684.36,2,7443.34,247457.41,0.089,0.487,0.133,0.488,1,2,138664.17,804
A100687,39,65832.38,5486.03,5.27,12.09,0.329,0.207,11,1,2,156106.3,72,0,0,13850.71,12998.75,22004.45,2,488.6,346823.33,0.298,0.572,-0.207,0.432,1,2,159598.98,716
A100688,38,94944.17,7912.01,5.51,20.81,0.113,0.602,9,0,2,188154.88,60,0,0,15538.13,3667.76,1103.83,0,12607.32,92492.48,0.078,0.478,0.199,0.575,3,1,72960.78,703
A100689,50,99331.19,8277.6,4.78,17.94,0.157,0.673,8,1,1,286224.04,48,0,0,11342.74,2641.96,3421.35,3,12387.37,166887.18,0.095,0.225,-0.042,0.32,2,2,100638.35,657
A100690,47,73718.48,6143.21,2.22,22.35,0.099,0.093,4,2,1,237013.49,24,0,0,8620.52,35221.13,4727.41,1,1841.61,136860.52,0.091,0.39,0.182,0.522,2,1,66430.52,724
A100691,38,117370.18,9780.85,2.56,24.87,0.3,0.712,10,2,1,162027.78,360,0,0,2809.16,4720.85,25424.45,0,4435.71,111762.05,0.25,0.451,-0.034,0.58,3,1,88311.61,641
A100692,55,65460.98,5455.08,3.67,28.13,0.325,0.165,12,1,0,186616.75,60,0,1,2764.08,21157.05,10231.49,1,4273.27,52776.82,0.251,0.17,-0.09,0.347,3,1,57755.88,699
A100693,30,137258.33,11438.19,4.47,9.85,0.038,0.318,6,0,2,238580.85,240,0,0,3304.38,16903.84,2964.46,2,4788.88,47067.86,0.029,0.617,-0.085,0.788,3,3,32527.66,782
A100694,49,40542.97,3378.58,6.6,23.29,0.282,0.115,4,1,2,277761.61,360,0,1,11861.99,11067.99,1922.48,1,25231.27,200434.53,0.254,0.335,0.192,0.781,3,2,117793.21,585
A100695,49,91118.42,7593.2,12.93,27.04,0.097,0.447,9,0,3,67061.49,180,0,0,6892.72,113211.44,11090.08,1,7930.2,51984.36,0.079,0.644,-0.118,0.905,3,2,42614.89,831
A100696,39,246919.46,20576.62,5.05,18.42,0.676,0.164,8,0,2,89358.29,60,0,0,13023.14,19149.23,2784.46,0,6259.34,22225.79,0.58,0.402,0.218,0.603,3,2,384886.22,738
A100697,46,49031.8,4085.98,6.53,25.02,0.48,0.276,5,1,1,369706.22,60,0,0,14498.49,34063.36,5469.26,3,23365.39,106900.15,0.335,0.295,0.44,0.575,1,1,121799.7,590
A100698,28,58550.61,4879.22,7.48,10.69,0.378,0.339,11,1,0,173017.31,360,0,0,3636.57,21272.28,1311.64,0,13711.98,407563.45,0.208,0.271,0.421,0.486,4,2,188321.87,630
A100699,52,112764.39,9397.03,6.82,31.76,0.488,0.066,12,0,1,136634.17,240,0,1,6668.94,12692.98,7511.31,2,2049.08,8891.67,0.417,0.267,-0.167,0.512,2,1,126276.86,720
A100700,40,93824.05,7818.67,2.16,23.17,0.254,0.467,6,0,2,151666.22,240,0,0,6432.78,15697.48,6985.96,1,5328.63,84858.33,0.232,0.782,-0.123,0.667,1,2,75466.38,718
A100701,36,103079.22,8589.93,9.67,15.89,0.453,0.042,8,1,0,151645.93,72,0,0,5000.67,68795.03,1472,0,11833,201981.02,0.341,0.148,0.207,0.503,1,3,182970.88,742
A100702,54,111241.57,9270.13,8.77,31.22,0.17,0.263,7,0,2,258686.37,360,0,0,4237.31,47498.3,11387.75,1,4069.08,21313.35,0.151,0.171,-0.072,0.473,2,1,43489.59,777
A100703,34,120511.85,10042.65,4.74,7.77,0.289,0.512,7,0,1,87596.95,240,0,0,16770.25,112682.62,7413.84,0,50518.83,90783.79,0.214,0.727,0.231,0.601,1,2,153171.08,730
A100704,27,156489.07,13040.76,2.26,1,0.147,0.573,7,0,2,182922.47,60,1,0,6775.95,19969.99,8759.15,0,9906.31,39447.43,0.113,0.482,-0.188,0.387,3,2,71372.71,661
A100705,25,106490.05,8874.17,4.42,3.05,0.772,0.269,7,0,3,211227,180,0,0,6568.71,6656.88,3200.37,1,4743.88,44434.67,0.68,0.201,0.107,0.785,1,1,152267.48,509
A100706,49,74437.48,6203.12,1.17,31.5,0.053,0.152,7,0,1,232881.79,72,1,0,3419.79,10299.26,5286.4,2,3465.03,76577.55,0.04,0.66,0.29,0.502,3,2,36932.62,677
A100707,28,123047.05,10253.92,10.44,6.21,0.115,0.402,3,1,0,208058.32,12,0,0,11155.94,4878.37,4764.15,2,19798.83,40030.72,0.085,0.202,-0.159,0.638,1,2,58944.3,761
A100708,61,241673.18,20139.43,2.74,39.65,0.171,0.486,8,1,4,251714.6,360,0,0,2908.73,34454.27,3938.2,0,5189,37144.28,0.095,0.249,0.099,0.356,1,2,71058.47,805
A100709,21,79020.14,6585.01,3.54,1,0.573,0.472,7,0,0,124052.44,36,0,0,9353.28,8905.53,5246.34,0,12430.59,104289.62,0.495,0.568,0.097,0.492,3,1,139902.04,614
A100710,61,49732.57,4144.38,9.99,35.5,0.273,0.347,4,1,3,97590.98,120,0,0,9559.98,753.72,13941.58,2,3381.88,816400.89,0.19,0.846,0.229,0.429,1,1,321271.38,704
A100711,44,156263.8,13021.98,9.28,21.07,0.185,0.618,5,1,0,850000,60,1,0,4672.95,187985.42,11840.58,2,9553.36,217554.49,0.148,0.657,0,0.437,3,3,126525.81,531
A100712,41,79554.44,6629.54,5.41,12.92,0.424,0.291,8,1,1,147988.54,60,1,0,8380.64,9042.97,1553.33,1,5242.1,273133.27,0.315,0.306,-0.137,0.295,1,2,170984.65,624
A100713,36,25730.65,2144.22,11.38,16.02,0.754,0.308,11,1,1,159662.38,84,1,0,7540.87,8988.97,10923.75,1,6883.58,225431.55,0.548,0.376,-0.25,0.69,4,2,124004.68,466
A100714,46,135467.69,11288.97,2.1,21.49,0.229,0.296,5,2,1,279653.94,360,0,0,6298.51,85131.78,13145.85,1,4573.99,58716.34,0.175,0.455,0.359,0.587,1,1,74993.15,717
A100715,42,63321.24,5276.77,5.41,22.02,0.468,0.455,12,0,3,507966.19,60,0,0,6567.66,4779.51,3927.56,1,21520.52,145507.75,0.363,0.285,0.27,0.245,1,1,148431.89,576
A100716,54,80871.22,6739.27,2.12,33.89,0.498,0.331,10,3,0,126344.66,48,0,0,6829.34,49858.78,7111.26,1,5929.09,295422.11,0.459,0.157,0.116,0.462,4,3,200004.19,624
A100717,43,102027.3,8502.28,8.45,29.27,0.189,0.712,7,0,0,94040.63,180,0,0,7211.89,8891.95,7019.41,0,7966.82,231825.3,0.182,0.709,0.111,0.461,1,1,133084.3,662
A100718,44,94389.15,7865.76,8.27,21.6,0.104,0.657,8,1,1,80282.94,48,0,0,6820.93,4257.97,2094.07,0,8300.81,131049.65,0.089,0.351,0.197,0.572,4,3,72462.65,751
A100719,38,125568.29,10464.02,11.86,15.48,0.205,0.379,9,1,2,506982.2,36,0,0,2687.77,88085.37,3190.94,0,35433.38,175655.06,0.191,0.192,0.294,0.474,3,1,130823.76,676
A100720,41,66895.64,5574.64,4.33,19.55,0.381,0.082,9,1,3,91669.28,24,0,0,5754.79,40273.18,8844.6,4,19182.28,950000,0.336,0.293,-0.243,0.696,1,1,400363.67,679
A100721,45,112714.65,9392.89,13.83,21.18,0.298,0.682,4,1,4,176804.66,12,0,0,8034.63,40148.69,2880.14,0,17624.73,234154.06,0.25,0.455,-0.2,0.674,1,1,160229.69,640
A100722,23,73692.47,6141.04,1.98,1,0.247,0.512,11,1,2,95365.96,72,0,0,7026.11,23109.51,10826.83,3,2353.78,82833.86,0.236,0.268,-0.227,0.897,1,2,71578.91,645
A100723,27,127612.33,10634.36,4.18,5.07,0.162,0.11,6,0,1,70212.44,72,0,0,13940.56,29127.72,14564,0,5151.52,102909.2,0.101,0.317,0.058,0.099,1,2,75210.52,830
A100724,50,119235.84,9936.32,2.04,25.59,0.167,0.552,10,1,1,148846.1,48,0,0,10674.65,4666.6,12596.03,0,24718.46,42595.31,0.117,0.142,0.153,0.746,1,3,85820.76,757
A100725,44,50813.39,4234.45,4.94,20.51,0.377,0.079,6,3,5,97846.07,360,0,0,3239.68,17889.24,26733.07,2,3326.54,909425.17,0.257,0.402,0.302,0.643,2,1,352928.52,630
A100726,40,154460.97,12871.75,2.18,13.69,0.25,0.108,8,1,0,114823.75,36,1,0,5688.81,6320.67,4147.14,4,9666.21,465896.32,0.186,0.429,-0.25,0.469,4,1,253558.68,707
A100727,42,63299.12,5274.93,8.46,17.87,0.285,0.303,6,2,2,663099.57,360,0,0,5066.92,3989.43,5278.06,3,3639.16,118554.42,0.245,0.397,-0.121,0.454,1,2,73751.4,569
A100728,46,132566.32,11047.19,5.89,16.71,0.03,0.919,4,0,2,237255.9,180,1,0,6477.43,24132.08,6005.49,1,3963.21,783067.17,0.02,0.681,0.144,0.484,1,2,285340.99,612
A100729,36,104027.92,8668.99,1.85,12.94,0.206,0.206,10,0,4,329775.47,12,0,0,6484.52,50944.58,4261.92,0,37558.22,194346.06,0.173,0.212,0.166,0.545,2,1,135177.61,669
A100730,33,233609.82,19467.48,7.28,14.75,0.557,0.677,8,1,4,307657.01,360,0,0,10601.75,10904.98,7330.46,3,16586.76,74643.14,0.395,0.613,0.084,0.403,1,1,286783.72,591
A100731,44,75169.46,6264.12,10.9,16.95,0.528,0.639,6,1,1,168577.78,60,0,0,7490.72,12943.27,964.63,2,20757.21,248710.02,0.39,0.231,-0.083,0.211,2,1,167183.29,598
A100732,31,70142.37,5845.2,6.25,6.43,0.522,0.193,10,2,4,135252.03,72,0,0,17395.96,5126.58,5411.32,3,17521.08,157473.86,0.419,0.577,-0.006,0.407,1,2,147422.56,617
A100733,46,84096.96,7008.08,1.43,22.1,0.484,0.454,10,2,0,211614.1,60,0,0,7882.18,16115.89,1302.63,4,7995.1,233819.97,0.475,0.428,0.095,0.452,4,2,174993.26,543
A100734,23,71945.03,5995.42,3.91,7.17,0.322,0.692,3,0,2,200828.21,240,0,0,3344.54,34215.02,1892.16,1,4999.65,32082.08,0.224,0.771,-0.189,0.603,2,2,58987.46,587
A100735,53,131975.9,10997.99,6.76,25.04,0.492,0.508,6,0,2,124366.56,84,0,0,4472.63,35308.24,8703.09,0,6394.56,53048.02,0.379,0.321,-0.034,0.286,1,1,130120.69,709
A100736,47,34941.68,2911.81,3.66,20.99,0.206,0.124,10,0,3,195851.74,36,0,0,10536.37,27598.6,3761.71,1,7645.92,419936.75,0.134,0.368,-0.129,0.616,2,3,168946.06,694
A100737,45,47613.96,3967.83,1.96,21.74,0.525,0.082,9,0,1,113731.74,36,0,0,1786.87,8620.62,8431.13,3,40734.19,504871.58,0.364,0.653,0.21,0.283,3,1,271989.34,642
A100738,53,47245.61,3937.13,9.06,42.39,0.22,0.595,4,0,2,161016.88,240,1,0,2214.66,8351.65,3689.08,2,2890.19,393106.99,0.143,0.388,-0.045,0.572,3,1,159078.67,632
A100739,60,143354.48,11946.21,3.55,39.35,0.477,0.245,6,0,4,144752.1,48,0,0,6555.86,35445.39,12180.58,3,5621.58,810184.97,0.386,0.587,-0.115,0.599,1,2,405495.15,704
A100740,53,217780.7,18148.39,10.91,23.35,0.417,0.425,10,1,1,78900.67,36,0,0,13909.05,36038.49,3628.81,2,4142.11,184954.87,0.347,0.14,0.027,0.477,1,2,196857.14,732
A100741,22,80254.61,6687.88,2.98,1,0.274,0.25,5,1,3,39044.58,84,1,0,18493.71,13471.73,774.65,2,22095.07,173617.64,0.236,0.616,0.256,0.508,1,1,125186.98,618
A100742,28,77462.92,6455.24,3.41,10.84,0.038,0.275,2,2,3,97764.91,360,1,0,5463.65,10448.07,5512.02,3,43507.99,48356.19,0.026,0.67,0.116,0.626,1,3,66942.79,664
A100743,35,88338.85,7361.57,2.81,15.23,0.592,0.292,5,1,2,581508.09,60,0,0,15187.38,51410.16,638.97,1,11701.22,65235.39,0.498,0.306,0.318,0.395,1,2,157386.42,542
A100744,42,161045.08,13420.42,3.86,21.59,0.388,0.208,7,1,1,147181.08,60,0,0,6886.87,11163.39,1217.29,1,12548.34,18376,0.308,0.299,0.291,0.556,2,1,139708.48,724
A100745,48,51039.87,4253.32,5.83,21.48,0.297,0.475,7,0,6,298072.32,360,0,0,1909.17,33734.5,2032.82,3,9726.43,82363.55,0.23,0.631,-0.015,0.437,1,2,59178.77,605
A100746,34,96907.24,8075.6,2.04,18.04,0.345,0.528,10,0,0,45243.88,36,0,0,6458.14,13953.71,1816.91,0,13053.83,17249.91,0.217,0.306,0.144,0.779,1,2,75363.21,698
A100747,44,145330.43,12110.87,1.75,17.77,0.084,0.197,10,1,1,93463.49,180,0,0,3961.71,5612.84,2755.31,3,17364.13,291007.76,0.067,0.447,0.318,0.598,1,2,146828.27,794
A100748,34,111972.47,9331.04,1.02,8.84,0.166,0.206,11,1,0,74629.7,360,0,0,13550,80230.27,1761.59,1,12923.13,156028.6,0.133,0.438,0.033,0.312,1,3,107252.09,780
A100749,35,94341.5,7861.79,0.91,4.03,0.528,0.625,8,1,0,157821.06,360,0,0,6367.85,18041.1,1269.62,2,13752.68,17759.63,0.418,0.757,0.163,0.827,1,2,94033.16,521
A100750,27,147411.3,12284.27,1.44,2.87,0.6,0.185,8,0,2,850000,24,0,0,2338.41,7860.46,18024.46,2,17397.5,92721.75,0.497,0.247,-0.042,0.68,3,1,274744.6,449
A100751,32,22000,1833.33,2.96,14.96,0.14,0.453,5,0,0,242769.43,60,0,0,1958.21,3982,2444.27,1,1985.14,646368.92,0.121,0.393,0.079,0.283,4,2,232746.51,587
A100752,27,123406.36,10283.86,4.88,5.19,0.355,0.684,6,1,2,541912.74,36,0,0,6391.81,4404.33,604.34,0,9015.38,98236.79,0.23,0.364,0.074,0.225,1,2,118373.38,551
A100753,31,59317.81,4943.15,5.62,12.97,0.321,0.16,8,0,1,152562.29,360,0,0,937.66,11019.62,3251.94,0,11665.69,44788.28,0.242,0.458,0.233,0.279,1,2,65947.32,745
A100754,54,31056.35,2588.03,4.73,30.44,0.458,0.248,8,1,1,437082.49,360,0,0,4294.22,109696.52,1635.29,1,12819.28,22054.76,0.386,0.428,0.051,0.323,3,1,46458.63,623
A100755,32,112596.73,9383.06,10.16,3.03,0.238,0.244,11,0,2,692683.86,48,0,0,7819.55,8916.71,2029.13,0,7783.23,22655.4,0.178,0.293,0.159,0.527,1,3,62192.36,597
A100756,70,180939.63,15078.3,12.13,45,0.448,0.291,11,0,1,167648.07,240,0,0,2790.41,68036.45,8528.26,3,10317.73,178127.99,0.401,0.444,0.189,0.515,1,2,222905.08,751
A100757,47,78811.16,6567.6,3.56,21.27,0.483,0.39,8,0,3,126777.65,360,0,0,14396.6,14038.8,3006.38,2,4880.78,74440.12,0.382,0.336,-0.022,0.632,1,2,114922.89,618
A100758,44,143557.01,11963.08,2.07,24.48,0.318,0.236,9,0,0,76430.34,48,0,0,16854.33,4910.81,1594.79,2,1990.94,80204.98,0.173,0.45,0.048,0.444,1,1,145119.58,803
A100759,33,206315.04,17192.92,14.34,17.2,0.464,0.476,2,0,4,147240.56,48,0,0,2881.88,9967.98,6724.15,3,20757.16,74717.05,0.408,0.269,0.203,0.453,3,2,234021.08,688
A100760,50,175187.04,14598.92,8.87,21.61,0.178,0.501,5,0,1,189841.53,12,0,0,5121.09,4444.2,12667.3,1,3431.54,96956.69,0.136,0.419,0.451,0.52,4,1,88087.01,767
A100761,36,209480.73,17456.73,8.47,13.07,0.502,0.352,4,0,2,673896.61,72,0,0,14404.73,6797.94,7295.53,2,7852.55,36453.36,0.285,0.203,-0.106,0.703,1,2,219132.87,591
A100762,43,127845.36,10653.78,2.88,19.03,0.111,0.202,14,2,2,77573.34,360,1,0,6493.2,6598.49,494.54,1,4761.03,146199.9,0.083,0.523,0.215,0.159,1,1,92081.6,742
A100763,70,88600.7,7383.39,7.4,44.55,0.499,0.607,5,0,2,187117.56,360,0,0,2130.21,2384.01,1649.69,0,34680.67,30570.78,0.313,0.488,0.339,0.454,1,2,139670.53,634
A100764,41,35218.45,2934.87,4.76,25.8,0.498,0.338,7,0,1,55348.89,36,0,0,5795.87,72630.49,4696.33,1,8410.88,55713.48,0.433,0.275,0.137,0.737,1,2,68535.88,661
A100765,55,74241.02,6186.75,4.12,34.06,0.378,0.103,8,1,3,136395.81,48,0,0,3285.31,19758.93,3611.81,2,6912.54,273205.78,0.294,0.413,-0.043,0.512,4,2,162665.95,674
A100766,34,53456.36,4454.7,4.11,18.57,0.284,0.175,6,0,2,220382.31,60,0,0,15773.96,8055.14,3351.91,1,16994.85,154325.63,0.19,0.257,0.111,0.447,1,2,104068.34,689
A100767,42,280526.94,23377.24,6,22.09,0.212,0.312,5,0,2,251171.48,360,0,1,10554.45,19972.3,1858.18,1,56273.72,203892.73,0.186,0.135,-0.054,0.353,1,1,238725.47,774
A100768,61,77162.54,6430.21,10.36,34.4,0.439,0.269,4,0,2,263966.41,180,0,0,5057.12,6938.66,1270.04,1,12705.83,761911.13,0.367,0.611,0.03,0.663,1,2,359140.86,581
A100769,35,90959.46,7579.95,15.05,11.2,0.079,0.196,8,1,1,233053.83,120,0,1,7282.84,1106.86,27414.74,1,6530.07,104249.99,0.059,0.631,0.189,0.413,1,3,49173.32,731
A100770,62,115119.21,9593.27,3.25,42.47,0.202,0.303,10,1,0,262494.76,180,0,0,2282.58,280000,4611.15,0,16270.11,112145.22,0.128,0.776,0.109,0.412,2,2,103274.17,795
A100771,50,87063.05,7255.25,4.93,27.9,0.414,0.17,11,2,1,185431.82,36,0,0,3556.51,19340.25,8020.39,0,2364.22,86711.93,0.281,0.397,0.155,0.746,1,1,105351.46,703
A100772,36,215924.61,17993.72,4.05,14.58,0.213,0.381,8,1,3,91089.61,84,0,0,22520.49,8877.99,4525.39,1,9362.29,73803.61,0.144,0.059,-0.091,0.312,2,3,106292.5,731
A100773,49,60352,5029.33,5.75,25.76,0.246,0.289,7,2,2,54021.38,360,0,0,6784.32,2313.3,4691.68,0,49013.15,44298.4,0.214,0.751,0.01,0.794,2,2,93824.37,646
A100774,53,94602.64,7883.55,3.71,33.5,0.338,0.401,11,0,2,126167.42,36,0,0,13679.12,3591.03,4255.38,2,10291.41,118645.34,0.196,0.562,0.23,0.53,2,1,117641.04,712
A100775,49,56502.93,4708.58,2.63,27.49,0.31,0.366,7,0,2,164919.39,120,0,0,7825.7,83686.75,1641.61,1,9863.45,151414.95,0.24,0.123,-0.182,0.504,3,2,84624.13,666
A100776,25,41125.93,3427.16,3.25,2.39,0.112,0.513,8,1,3,406674.26,60,0,0,18601.23,71846.17,1151.47,0,9159.26,159201.97,0.084,0.356,-0.119,0.551,3,1,73978.04,606
A100777,34,60714.24,5059.52,2.91,10.3,0.26,0.408,7,0,2,168606.19,120,0,0,1313.55,33981.08,6370.51,0,6430.61,116560.19,0.235,0.758,0.065,0.504,1,1,83652.09,661
A100778,39,83286.05,6940.5,3.91,16.12,0.358,0.448,9,0,2,158410.06,180,0,0,5591.39,5246.24,5328.85,2,11758.09,253163.14,0.29,0.336,0.027,0.405,2,2,173161.29,609
A100779,41,67123.56,5593.63,1.53,25.55,0.475,0.426,7,1,0,231261.59,180,0,0,24230.87,72425.81,10470.17,2,17395.41,112953.18,0.401,0.298,0.259,0.562,2,1,122872.56,627
A100780,49,58079.9,4839.99,2.95,32.04,0.591,0.423,8,1,2,151025.55,360,0,0,13967.61,25087.54,8722.47,2,6788.14,76104.6,0.424,0.327,-0.25,0.412,1,1,95958.82,634
A100781,44,39219.6,3268.3,5.71,19.5,0.399,0.458,5,0,2,304846.74,60,0,0,18767,30799.95,2173.67,2,1083.38,47760.12,0.253,0.503,0.105,0.577,3,2,52139.36,597
A100782,27,81202.27,6766.86,5.68,6.02,0.042,0.35,9,0,2,651660.49,120,0,0,6464.92,24997.1,12471.05,1,13369.81,27286.79,0.031,0.505,0.367,0.916,1,3,28247.82,650
A100783,46,37153.39,3096.12,5.12,25.78,0.709,0.767,6,0,2,747674.28,12,0,0,4229.64,3545.22,8958.49,3,55167.93,409466.06,0.619,0.193,0.179,0.619,3,1,254570.35,341
A100784,49,129112.23,10759.35,9.82,28.01,0.41,0.383,6,3,1,191719.48,360,0,1,2857.85,4827.98,8379.89,1,6536.5,58634.97,0.358,0.532,-0.156,0.466,1,1,124406.41,637
A100785,48,88942.77,7411.9,5.86,27.01,0.249,0.086,6,0,2,224065.16,60,0,0,2702.72,9605.83,34071.85,3,2577.28,47816.94,0.181,0.26,0.557,0.546,2,2,69421.58,752
A100786,54,38129.87,3177.49,9.63,39.07,0.273,0.196,7,0,2,502307.93,360,0,0,12396.95,30454.34,28322.04,2,16006.99,75542.54,0.185,0.069,0.022,0.442,1,2,59991.59,713
A100787,51,71706.85,5975.57,15.06,22.08,0.385,0.422,7,0,1,163282.45,60,0,0,9799.89,4023.52,8372.9,4,39625.86,85620.99,0.251,0.507,-0.25,0.467,1,3,137347.46,664
A100788,47,56202.72,4683.56,7.51,25.45,0.16,0.349,12,0,2,279899.82,12,0,0,6162.88,13426.66,7483.91,0,14114.35,480651.06,0.122,0.164,0.266,0.48,1,1,202834.83,721
A100789,41,101311.23,8442.6,1.54,18.94,0.146,0.35,7,1,4,86064.99,36,0,0,9760.61,13409.71,11912.25,1,38986.66,81871.26,0.116,0.458,-0.026,0.586,1,2,96876.18,740
A100790,24,177664.87,14805.41,5.25,1.68,0.296,0.085,10,0,3,147070.4,360,0,0,7284.61,35351.06,2660.51,2,17669.55,950000,0.283,0.412,0.457,0.663,4,1,452952.21,723
A100791,47,30304.81,2525.4,4.76,21.15,0.711,0.446,5,1,1,381622.29,60,0,0,14035.31,31414.21,2694.55,1,16412.58,116490.28,0.565,0.064,0.25,0.88,1,2,109964.76,451
A100792,44,90551.21,7545.93,10.89,19.27,0.429,0.111,12,2,1,112857.92,36,1,0,13928.7,5826.19,8249.53,3,5794.59,700508,0.366,0.448,0.504,0.617,1,1,352194.53,634
A100793,45,77833.99,6486.17,4.01,23.3,0.147,0.665,6,0,3,165624.57,36,1,0,2770.71,67984.17,2081.83,0,11470.98,245922.57,0.101,0.401,-0.07,0.303,2,3,117427.21,594
A100794,28,122963.59,10246.97,2.37,9.49,0.03,0.249,13,1,0,64697.37,60,1,0,8090.73,4999.55,7671.94,0,8777.35,152233.27,0.024,0.573,0.35,0.269,1,1,68514.08,765
A100795,30,95574.82,7964.57,3.07,3.05,0.14,0.434,9,0,2,662954.42,24,0,0,1710.37,47695.08,5182.18,2,8525.39,455112.07,0.112,0.259,-0.026,0.488,1,2,198739.46,571
